id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,The rabbit is running from the lion. The lion,n/a,is hunting.,is trying to become friends with the rabbit.,is sleeping in a cave.,is being domesticated.
n/a,2+2=,n/a,4,1,8,9
n/a,A woman is beginning a new set of hormone therapies. She,n/a,wants to present differently.,is afraid of the dark.,thinks seriously about the destruction of the earth.,ponders ice cream.
n/a,A trains runs through. The train,n/a,looks very long.,enters the tunnel.,hits a pedestrian.,runs slower than a human.
n/a,I love all of my friends except for Bob. I,n/a,hate him.,want to hang out with him.,wish he was not my friend.,love him.
n/a,The man organized a set of summer clubs for his neighborhood. The clubs,n/a,meet once a month on a college campus.,are the second best suit in a pack of cards.,were made of wood.,are made of fish.
n/a,"The boy rolls in his sleep, knocking someone off the bed. The person",n/a,smiles wistfully at the automaton.,lands safely on the back of a plush alligator. X,cooks an afternoon snack.,wanders off with her ex-husband.
n/a,Jill wanted Elizabeth to spill the beans on the situation. Jill wanted Elizabeth,n/a,to tell the secret,let her beans drop on the ground,to drop her beans,let her opened can of beans fall
n/a,You have to use the bathroom but all the stalls are occupied. You should,n/a,wait for the person to come out,go inside the stall anyways because you have to use the bathroom,pee in the sink instead,pee your pants because you have to go
n/a,A professor calls on a student and listens to their answer. The professor,n/a,nods his head in agreement.,leaves the classroom.,throws the board at the student.,responds to the student with obscenities.
n/a,Peter received the admission letter from Northwestern University just now. He,n/a,started to plan the trip to campus.,received a bad news.,told the news to Northwestern University immediately.,started a new job.
n/a,Question: Tom is a mathematician. he,n/a,knows 10 times 10 equal 100.,doesn't know one plus one equal two.,knows the history of America.,thinks 10 times 10 doesn't equal 100.
n/a,The wheels of justice turned slowly for him. He had,n/a,to wait for two months until he could proceed further.,tell the police how insanely happy he was that they had spent two slow months investigating what should have been an easy case.,talk to his lawyer about his new shiny wheels two months later.,ride his car into the justice department building two months later.
n/a,Henry liked to go swimming during thunderstorms because he,n/a,got an adrenaline rush from the danger of the situation.,hated sunny days and liked being dry.,liked staying dry.,wrote stories about Christmas festivities.
n/a,The herd of cows began to cross the street. One of them,n/a,wandered away from the group and got hit by a car.,threw a frisbee with her friend.,put on her blinker and switched into the left-hand turn lane.,ate three hamburgers at the restaurant.
n/a,John marries Mary. Mary,n/a,is John’s wife.,is John’s husband.,is John’s friend.,has no relationship with John.
n/a,Sally knew she shouldn't put all eggs in one basket and applied to multiple jobs. Sally,n/a,was being cautious and wanted to give herself the most opportunities.,went to the grocery store to buy some chicken.,cooked an omelete for breakfast.,put many chickens inside bags.
n/a,"Evan is in hospital, Terry will",n/a,take some flower,take some medicine,take some drug,take pictures
n/a,Someone stole your phone. You should,n/a,file a police report,call it to find it,steal another phone so that you have a phone again,find the thief yourself somehow
n/a,A student insulted the professor on a written exam. The student,n/a,was given a stern talking to.,wanted to be best friends with the professor.,was invited to the professor's house for a movie night.,ate carrots for breakfast.
n/a,A boy sitting on his bed and has his laptop on his outstretched legs. He,n/a,starts shaking his legs.,starts to shake his butt.,jumps up in surprise.,starts to kiss himself.
n/a,It got so dark at the baseball game that bats started flying around the outfield. I wanted,n/a,to leave because I don't like the animals.,to run around the bases as fast as I could.,to finally pitch a perfect game.,to hit the ball out of the park.
n/a,"John went inside to get his umbrella and boots. John,",n/a,thought it would rain cats and dogs.,loved getting rained on.,"boots, rain, and umbrella.",bought a new rain.
n/a,"My cat likes stay alone, so I",n/a,buy her a toy that keep her company,leave her at home with no food,take her to a trip,bring her a new cat
n/a,The outside temperature is very low compared to our room temperature. We,n/a,think our electricity bills are going to be large.,feel very cold inside the room.,want to turn the temperature down a lot inside.,want to go outside to play.
n/a,Ella does gymnastics. Ella,n/a,will wear her leotard to her performance.,is flipping off the earth.,is so flexible that she can stretch her legs all the way across the state.,is tumbling into another dimension.
n/a,A clown is fashioning animals from long balloons.  He,n/a,makes a giraffe and hands it to a child.,releases the animals into their natural habitat.,yells out for his second in command to pilot the battleship around the obstacle.,releases the balloon and it flies high into the air.
n/a,I'm hungry. I,n/a,want to eat some food.,want to have a bath.,want to watch movie.,want to play.
n/a,The magician was ready to reveal their next illusion. The magician,n/a,through a series of events made an audience member vanish.,read out loud peoples credit card info.,knew that no one would care what they did.,gazed upon the flowers on their suit.
n/a,Judy went the whole nine yards. She,n/a,did everything and more for the job,moved nine yards,ran all nine of the yards,scored a touchdown
n/a,I like putting cream in my coffee. I,n/a,don't like bitter drinks.,don't like coffee flavored ice cream.,love to eat ice cream every day.,never drink coffee.
n/a,Bob is very good at everything except multitasking. He,n/a,can not do two things at once.,is the best person I know.,is very smart.,can easily do two things at once.
n/a,A man is driving a car. He is,n/a,going to work.,not driven by material possessions.,not saving the planet.,examining the drivers of modern life.
n/a,Matt decided to get groceries on the way back from his other errands. Matt,n/a,killed two birds with one stone.,is very hungry.,likes fruit.,slew the god-emperor.
n/a,A car drove off a bridge. It,n/a,fell down below.,was confused.,flew high away.,stopped in the middle of the road.
n/a,An red elephant statue is sitting on a desk.  It,n/a,looks like an expensive antique carving.,is a particularly bright shade of blue.,is much larger than a skyscraper.,is motionless and green.
n/a,Noah said the burrito has steak in it. I can't eat it because,n/a,vegetarians can't eat meat.,the burrito might explode.,Noah has to fly to Germany.,I am hungry
n/a,Su Min's coat was wet. It,n/a,was raining outside.,snows a lot in December and it rains a lot in August.,is a red rain coat.,had a hoodie.
n/a,Ben thought the joke was a real knee-slapper. He,n/a,laughed uproariously at it.,hit his knee very hard.,instantly died.,cried himself to sleep each night.
n/a,Jim has a crush on Pam. Jim,n/a,asks her out on a date,crushes her with a rock,crushes a soda can on her forehead,kills her
n/a,"The farmer drove his tractor across the field, refreshing the soil after all of the crops had been harvested. The farmer",n/a,steered clear of an area that he had already completed.,"reminisced for the olden days, in which the farm was operated by pilgrims and indigenous tribes in unison.","began to harvest the dirt, tasting the freshness of his new crops.","ate a cow, milked a bird, then jumped onto a donkey."
n/a,Alice is lesbian and Tommy is gay. They,n/a,can understand each other.,fell in love with the same person,get married.,can never be friends.
n/a,Rick is in 1st grade but wants to study physics in college. He,n/a,reads from his textbook about Newton's laws.,discovers the Higgs Boson particle.,mixes chemicals in his laboratory.,discovers an equation for gravity.
n/a,Ellie starts making dinner. Ellie,n/a,warms the oven,kills a chicken,cooks her dog,starts a bonfire
n/a,The cat purrs as the owner rubs its belly. The cat enjoys,n/a,quality time with its owner,the food in her bowl,playing fetch with its owner,"Sitting on bed with her kitten, rubbing its face against the kitten’s body, and licking it"
n/a,Kieran is going swimming. Kieran,n/a,gets his goggles.,drinks all the water in the ocean.,brought his goldfish.,is a giraffe.
n/a,John let the cat out of the bag. John,n/a,revealed his secret,wanted the cat to go outside,released the cat from the bag it was hiding in,took the cat out of its cage
