id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,He puts onions and other ingredients onto a plate and cuts up several more ingredients. He,n/a,places the final ingredients into the bowl while talking to the camera and pans out on the meal he made.,dips the ingredients into noodles and pours it over again.,as he finishes the ingredients and makes an omelette from a plate to another.,shows off two still finished slices.
n/a,Sid was crazy and we said she lost her marbles. Sid,n/a,was losing her mind,could not locate where her few precious marbles were at,was unable to find her marbles,dropped and had her marbles go in various unknown locations
n/a,"During boot camp, the recruit fell down a climbing wall. The",n/a,handhold tore off.,ropes were made of thin silk.,drill sergeant was happy that the soldier wasn't strong.,children were cheering him on.
n/a,i like sports such as basketball and,n/a,skating,drink tea,sex,kobe bryant
n/a,"Sally did not want Steven to drive her to the store, because",n/a,Steven is blind.,Sally does not believe in Jesus Christ.,Steven is a homosexual.,Sally is a racist.
n/a,"At the end of a long day, a father tucks his two children in for bed. He",n/a,kisses both of them goodnight.,kisses all five of them goodnight.,kisses all three of them goodnight.,kisses all four of them goodnight.
n/a,"Joe was in trouble, but he was saved by the bell. Joe",n/a,was relieved that he barely escaped trouble.,instantly died.,began to write his autobiography.,thanked the bell for its help.
n/a,They tied the race. It,n/a,was ultimately too close to call.,was a pretty ribbon.,became untied again quickly.,was a very tight knot.
n/a,Kelly had a long day and she's almost worn out. She,n/a,wants to relax a bit.,smiled when she walked by the department store.,should but some new clothes.,wants some fresh pasta.
n/a,Mayank has solved some very difficult questions on GRE test and scored 332. He is,n/a,happy to have solved the questions,not happy that he scored very well.,very sad to have solved the questions.,crying.
n/a,The fire in the hall had spread to the nursery. People,n/a,brought a hose.,danced to the tune of the fire.,cooked some meals.,burned the cake.
n/a,A mother ties her son's shoelaces. She,n/a,realizes they are Velcro.,doesn't know how to tie shoes.,thinks she should tie the shoelaces together so he can trip.,wants to tie him up.
n/a,"He falls asleep in the bed, he",n/a,breathes smoothly.,open his eyes.,sings a song.,stands up.
n/a,The police said his car had been weaving all over the road. They,n/a,pulled him over and gave him a sobriety test.,hit his car.,called an ambulance and set a fire alarm.,thought the driver is cooking.
n/a,The family's wifi stops working. The kids,n/a,get restless because they were watching a movie.,built the internet.,can't work for the wifi company because they are minors.,buy a new internet.
n/a,"I go into the bathroom, to",n/a,brush my teeth.,so that I can walk back out.,eat my dinner.,exercise.
n/a,Bob and Sarah are gay. Bob likes hanging out with Sarah because she understands what is he is going through. Sarah is Bob's,n/a,Friend,Girlfriend,Sister,Partner
n/a,Tom was crying crocodile tears when his parents yelled at him. Tom,n/a,was faking his tears.,was shedding genuine tears.,was extremely upset.,was crying because he hates getting yelled at.
n/a,The frog croaks at the fly. The frog,n/a,flicks out its tongue to eat it.,rides the fly into the water.,jumps onto the back of the fly.,asks the fly to stop buzzing.
n/a,"The boy likes animals, but only invertebrates. He",n/a,likes spiders.,likes pigs.,likes vertebrates.,likes elephants.
n/a,Jen was feeling tired. She decided to,n/a,hit the hay.,veer left into the passing lane.,catch a bad case of the flu.,burst into flames.
n/a,"After staring directly at the sun without using eye protection, Stewart",n/a,suffered damage to his eyes.,realized he ought to pursue a new career.,purchased tomatoes from the supermarket.,organized a game of beach volleyball.
n/a,The musician stops playing the harmonica and talks to the camera again. The man,n/a,resumes playing the instrument like he was playing earlier.,goes for a run.,stops playing the saxophone.,starts dancing.
n/a,A man stares up into the night sky. He wonders,n/a,if anyone else is out there.,when his new TV will arrive.,whether he should get a new car.,why the Doctor is called Doctor Who.
n/a,The professor is teaching the kids physics. The professor,n/a,engages with the students well.,is arguing with her husband over the phone.,is eating at her desk with headphones on.,is learning physics.
n/a,"Day boat is a kind of boat, and its maximum sliding distance is 100 meters. 20 day boats",n/a,have maximum sliding distance of 2000 meters in total.,slide faster than one boat.,do not belong to boat.,each of them has maximum sliding distance of 150 meters.
n/a,The father went to the hospital to see his child. He,n/a,brought some flowers,got a vaccine shot,got the flu,brought some coffee
n/a,"That night, they left on a road trip with their",n/a,friends.,car's engine missing.,house.,fireplace.
n/a,A chicken produces tasty eggs that are sold in the supermarket. The chicken,n/a,lives on a beautiful farm with a huge green field .,travels from supermarket to supermarket.,is a dog.,delivers the eggs personally to the supermarket.
n/a,She hired a lawyer who specializes in divorce cases. The lawyer,n/a,would help her with her property.,would marry her after his divorce.,wanted to divorce her because she was so neurotic.,specialized in hiring her as a lawyer.
n/a,The girl gets ready for bed. She,n/a,brushes her teeth and washes her face.,throws a frisbee with her best friend.,decides to watch TV for another 3 hours.,plays Monopoly with her mom.
n/a,Buster was so anti-Semitic that he,n/a,discriminated against the Jews.,believed he was not a racist.,was not known as a bigot.,developed a reputation for being kind-hearted.
n/a,The family wanted to make sure they did not get wet on the boat as they approached the waterfall. The family,n/a,went inside.,posed for a picture.,stayed outside.,put on a bathing suit.
n/a,The student drank a boilermaker. The student,n/a,became drunk.,laid another brick.,fixed the boiler,ran down the street.
n/a,Christine walks her dog in the rain without an umbrella or coat. The dog,n/a,is probably wet,likes the rain,is happy to be walking,is holding the umbrella and coat
n/a,The diabolical Doctor X must handle some very volatile substances for his bombs. He says,n/a,easy does it.,I can't wait to disarm this bomb.,I should do this quickly.,I'm very hungry.
n/a,"Today is Monday, this means that",n/a,today is not Tuesday.,today is not Monday.,yesterday was not Sunday.,tomorrow is not Tuesday.
n/a,Elijah had a party. Elijah,n/a,had live music,attacks his home,is a dog,invited his water bottle
n/a,The artist painted a masterpiece. It,n/a,captured the audience's attention.,walked back home to the artist.,got put on display in the zoo.,was sold for a million feathers.
n/a,Ted was on thin ice with his girlfriend. He,n/a,had been caught badmouthing her friends.,was worried one small movement would plunge them into the lake.,had thought ice skating would be a romantic date.,looked for a glass for the ice.
n/a,A student receives a rebuking letter from the school. The student,n/a,beat up his friend during the break.,responds to the love letter.,loves his teacher.,likes cows
n/a,A rabbit hops around the park. The rabbit,n/a,hops to the other rabbit.,attacks the dinosaur.,waves to the dog.,starts to fly.
n/a,The guy got in a fender bender on his way to work. He,n/a,was late,is strong,plays guitar,now bends fenders for a living
n/a,The paleontologist eats a banana. He,n/a,is hungry.,hates bananas.,is trying to eat his lab equipment.,is giving a lecture.
n/a,A journalist travels to a war zone. He,n/a,talks to a starving child and an unsympathetic dictator.,decides to move there when he retires.,joins the army and flies a fighter jet.,relaxes at the beach.
n/a,A doting father learns that his son has been bullied in class. The father,n/a,"calls in sick to work, drives to the school, and files several complaints to the principal.",ignores it as he is too busy with work.,tells his son to stop being bullied.,finds the bully and pays him for a job well done.
n/a,"I have been working on Bert for 5 days now, and I am not convinced by its accuracy. I just",n/a,think it is an average model.,think it is the best NLP model ever.,hate it.,love it.
n/a,A person lost his wallet just now. That person,n/a,needs help from others on the street.,needs emotional support from a professional,needs professional medical assistance.,needs help from a professional fighter.
n/a,"The glass of water is half filled, so",n/a,the glass is half empty.,the glass is empty.,the water is not there.,the glass is broken.
n/a,A lions eats a hippo. The hippo,n/a,dies,runs away,falls over,eats the lion
n/a,An professor is running out of building. He,n/a,knows earthquake is coming.,sleeps at home.,walks to his room.,is teaching his student about math.
