id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,A shadow moved in the closet in a child's bedroom. The boy,n/a,hid under his blanket and quivered in fear.,took off his own shadow with his hands.,shook the shadow's hand.,did a cartwheel in the air.
n/a,A bug found a red flower. It,n/a,lands.,plays with its friend in the grass.,throws up pollen.,picks the flower for its mother.
n/a,Thomas decided to skip school that day. Instead he,n/a,played video games.,came down with a cold.,drove to his job.,attended all his classes.
n/a,"John and Johnny, professional swimmers, are swimming. They",n/a,do butterfly,start drowning for no reason,jump in the water,start drinking water.
n/a,Jamie sighed and said that's just how the cookie crumbles. Jamie,n/a,accepted his fate,told his friend about how cookies crumble,described how the crumbs fell off the cookie.,discussed the physics of cookies
n/a,"All birds can fly, however, penguin is an exception. Penguins",n/a,can't fly.,can fly.,don't belong to birds.,can't swim.
n/a,Books like this are a dime a dozen. They,n/a,are not written very well.,are worth a lot of money.,sell really well.,have very rich authors.
n/a,A woman gets to work early and drops off her briefcase. She then,n/a,makes small-talk at the water cooler.,lays down to watch a favorite show.,drives home through traffic.,microwaves her lunch.
n/a,I picked up my pen. I,n/a,write in my notebook.,drop my notebook.,watch my pen move.,rip the pages in my notebook.
n/a,"Through immigration, the Japanese word sayonara and the Hawaiian word aloha have become commonplace in the English language. Despite a large Korean-American population, the Korean word annyong",n/a,does not enjoy the same widespread use in Anglophone areas.,is widely feared by the American population.,will place an order for a Hawaiian pizza if said in close proximity to a Korean individual.,means I will destroy all enemies in Chinese.
n/a,Ronald is tired but passes by Starbucks. He,n/a,gets coffee,stops being tired,exercises so he can wake up,buys himself water
n/a,I pointed my chef's knife at the platypus. The platypus,n/a,Got scared.,Diced carrots,Caught the ball,Was happy.
n/a,The man at the circus spins round and round. He,n/a,then jumps on to the rope.,fires his staff.,kills the audience.,then becomes a square.
n/a,John is a good student but Jack is not a good student. Jack,n/a,never goes to class.,studies with fervor.,aces all his exams.,studies hard.
n/a,Jack adopted a baby yesterday. The baby,n/a,likes sleeping.,adopted Jack.,is Jack.,become a father.
n/a,Jill ravenously shoves the pizza slice in her mouth. She,n/a,picks up another slice even before finishing her first.,begins to cry.,simultaneously hits her friend with a different slice.,spits it out in disgust.
n/a,Kareem Hunt is in hot water. His career is,n/a,over,wet,great,starting
n/a,A young girl is standing in an open grassy field. The girl,n/a,"runs towards a low beam and jumps over it, landing on a blue pad.",mows the lawn behind her.,is jumping down and trying to hit a ball back and forth underneath a high bar.,is sprinting to the other side of the club.
n/a,A boy is researching Japanese food for his research paper. The boy,n/a,watches a sushi documentary.,eats his research paper.,buys a cat from the grocery store.,braids his hair.
n/a,A robot vacuum can be used to clean the floor,n/a,autonomously.,manually.,poorly.,aquatically.
n/a,Employer needs to pay employee. Employee,n/a,will get paid.,will be an employer.,will get response by employer.,was not getting paid.
n/a,2 times 3 is,n/a,6.,3.,2.,8.
n/a,four plus five is,n/a,nine,five,four,once
n/a,A father watches his young son play football. He,n/a,worries that he may hurt himself.,puts on a referee costume and does warm-ups.,plays with the dog in the park.,hopes that he will hit a home run.
n/a,My breath smells. I,n/a,need a mint,need braces,need perfume,need a shower
n/a,Tony hate video games and he loves reading. Tony,n/a,like to stay in library,get up early,plays Monster Hunter everyday,drink coke
n/a,Matthias was preparing for an examination since last semester. He,n/a,somehow forgot to register for it,was very negligent towards his health,hits the gym daily,plays with his dogs in his free time
n/a,A stripper is traveling to work in the snow. He,n/a,goes to the bus stop and waits for his bus.,decides to turn into a tarantula.,sees a penguin and follows it.,takes off his clothes and freezes to death.
n/a,I throw a ball and,n/a,My dog catches the ball,I throw a frisbee,The ball is a ball,The ball is not a ball
n/a,There is still a long way to go before humans can drive totally automated vehicle. Humans,n/a,still need to spend more time on this research.,don't like long distances.,can drive totally automated vehicles for a long journey.,don’t like vehicles.
n/a,I don't like watching baseball. It,n/a,is too slow paced.,fun to go to baseball games.,is hard to listen to baseball games on the radio.,is a ball and people run to bases.
n/a,A one-legged person climbs a mountain. The person,n/a,places a flag at the peak.,grows a second leg.,buys a Christmas present.,takes a shower.
n/a,A dollar bill is actually really dirty because,n/a,many people touch it with their hands.,it is printed in China and was imported.,money gives people evil minds.,a politician forgot to launder it.
n/a,The runner almost approaches the finish line before the rest of the pack of runners. The runner,n/a,comes in second place.,comes in first place.,starts doing push-ups.,suddenly sprints backwards.
n/a,The child is learning how to walk. The child,n/a,breaks his fall with his face.,is sleeping.,runs a marathon.,figures out how to dance.
n/a,"This is a picture of a dog, that is why",n/a,there is a tail.,there is a horn.,there is no dog in the picture,there is a phone.
n/a,A car has been completely crushed by a large tree.  The car,n/a,may never drive again.,still runs great.,is more valuable than before.,"makes a complete stop at the stop sign, then accelerates away."
n/a,The marathon runners gathered by the starting line. They,n/a,prepared to start the race.,woke up to make a cup of coffee.,got into the left hand turn lane and merged into traffic.,threw a baseball back and forth.
n/a,"A man added dog treats, dog food, and cat litter to his grocery list. He",n/a,then drove to the store near his house,took his dog for a walk,gave a dog treat to his dog,wags his tail
n/a,There is a long line outside the club. The bouncer,n/a,is standing guard by the door.,is completely inebriated.,is waiting in line to enter the club.,is sleeping very peacefully.
n/a,I buy lemonade from the store and drank it. I,n/a,finished the bottle.,turn on the light.,eat lemons.,make lemonade.
n/a,Bob has gathered in the crowd near the starting line to watch the runners run the race. He,n/a,will cheer the runners on.,will go home and play chess.,will start running the race with the runners.,will advertise his product for athletes.
n/a,"A colonial empire is a collective of territories (often called colonies), mostly overseas, settled by the population of",n/a,of a certain state and governed by that state,the entire world,people with a median age of 35.3,England
n/a,The waitress at a diner opens her laptop. She,n/a,checks her email.,eats an apple.,wears a hat.,serves a burger.
n/a,They came in from the rainy weather and started a fire in the fireplace to,n/a,combat the cold they were feeling.,melt the ice on their house.,warm up the neighbors who were away.,warm up the walls and wood in the fireplace.
n/a,Mary studies for her math test. She,n/a,works on algebra problems,writes an essay,goes for a walk,reads the newspaper
n/a,A woman is seen sitting behind a set of bongo drums and playing along while speaking to the camera. The woman,n/a,continues hitting the drums while speaking to the camera and singing along.,continues speaking and ends by moving away in place.,continues playing the trumpet while speaking to the camera while speaking to the camera.,continues her movements while pausing to speak to the camera and showing several more shots of her well plays.
n/a,Tommy misses his families after going to university. He,n/a,will go back home during summer break.,calls his teacher everyday.,is not homesick.,eats his mother’s cooking in university.
n/a,While cutting some onions Tom accidentally cut his finger. Tom,n/a,put a bandaid on the wound.,started crying in fear at the sight of blood and onions and disappeared in thin air.,cut the air in front of him on top of the onions.,ignored the cut and kept on cutting the onions as blood started covering all of the onions on the cutting board.
n/a,The boy is dribbling the ball down the court. He,n/a,shoots the ball and scores,scores the touchdown,passes the ball to his mom in the stands,shoots the ball into the goal
n/a,Jasmine was born in the USA but lived in Germany as an adult after having grown up in Scotland. She spent her childhood in,n/a,Edinburgh,Xiamen,Philadelphia,Saarbrucken
n/a,"Jane likes to wear hot pants, but it's winter now. So she will",n/a,wear thick pants.,wear a T-shirt.,wear hot pants.,wear glasses.
n/a,The company is expecting high returns this year. It,n/a,made great margins.,saw costs increase by 100%,saw profits stay the same.,saw sales decline by 50%.
