id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,John is a horrible programmer. He,n/a,does not know how to code.,codes like a professional.,is amazing at coding.,drinks soup.
n/a,Drake loves to hate-watch corny TV shows. So Drake probably,n/a,enjoys TV every now and then.,hates watching movies.,hates watching TV.,won't watch TV today.
n/a,Jasmine was born in the USA but lived in Germany as an adult after having grown up in Scotland. She most recently lived in,n/a,Saarbrucken,Philadelphia,Edinburgh,Xiamen
n/a,The men are sitting together at the church. The men,n/a,attending a mass.,singing in a band.,are studying together about physics.,are talking on the phone and cursing loudly.
n/a,Evan is in hospital. Terry,n/a,will take some flowers,will take some drug,will take some medicine,will take some pictures
n/a,Your friend bailed on you by not playing squash with you today at 6pm. Your friend should,n/a,buy you dinner.,beg with his knee on the ground.,say thank you.,take you to church
n/a,The chef wanted to make a Thanksgiving feast. The Chef,n/a,worked very hard to prepare a meal his family would love.,"hated making Thanksgiving foods, refusing to make Turkey or Pie.",had a passion for killing turkeys.,instead played the movie Ratatouille .
n/a,The boy runs across the field as a football flies through the air. The boy,n/a,catches the football as he jumps into the end zone.,takes a sip from his water bottle.,throws the football back to his partner.,does a victory dance since he has scored a touchdown.
n/a,A dog wags its tale in front of its owner. It,n/a,wants to play with its owner.,looks like a fish.,gets stabbed by a man.,gets to play with a police officer.
n/a,"Steve and his friends got pulled over by a cop and Steve lights a joint in front of the cop. Steve,",n/a,opened a can of worms.,cop the joint.,sprints forward.,"got pulled over, friends, cop."
n/a,John knew that studying was not for him. John,n/a,never goes to class.,finds his studies interesting.,studies day and night.,studies all the time.
n/a,A tree is struck by lightning and it,n/a,splits in two and falls over.,starts to cry.,becomes three new trees.,shatters into a million pieces like glass.
n/a,A father is mowing the lawn. He,n/a,can't wait to watch sports afterward.,uses the mower as a weapon in the war against the evil lawn.,trims the grass and then sets fire to the lawn.,is doing chores and wants to become a lawn.
n/a,"If a student wants to go to Japan, the student needs to",n/a,get a Visa.,eat some mochi.,eat ramen.,start watching anime.
n/a,"Benjamin believed the world would be better off without him, so he",n/a,planned to take his own life.,enrolled in a local dance class.,donated money to the World Wildlife Foundation.,purchased holiday decorations for his house.
n/a,Fish are swimming near the surface of the water. The fish,n/a,breach the surface.,reads a book.,breaches the surface.,watches television.
n/a,It's summer. The resort is cozy because,n/a,many people enjoy the golf range.,it's on fire.,it has a fireplace.,I'm a fire.
n/a,Coding of Amit is worse than that of Sam. Sam,n/a,is worse at coding than Amit.,is a dog.,is better at coding than Amit.,is a girl.
n/a,They family goes to the movie theater. They,n/a,can't decide what to see.,are actors in the play.,buy a movie and watch it at home.,make popcorn over a fire.
n/a,A stranger offers me a whiskey at the bar. She,n/a,wants to talk to me.,is not interested in me.,wants to drink it.,thinks I am ugly.
n/a,Timmy wanted to look at the stars in the night sky. Timmy,n/a,hiked out into an open field with his telescope.,slept until next morning.,closed his window.,pulled out his telescope to look at the sun.
n/a,A clown is at the circus. He,n/a,is preparing for tonight's show.,"smells of peanuts and popcorn, has a clown car that explodes, and lives underneath the circus.","honks his red nose, liberates an oppressed nation, and turns global politics into a circus.","laughs and chuckles, terrorizes kids in Derry, Maine, and retreats to the circus."
n/a,"He falls asleep in the bed, he",n/a,breathe steadily.,opens his eyes.,walks away.,tries to memorize his childhood.
n/a,A strict father learns that his son has been skipping class. The father,n/a,berates his son for skipping class.,tells him that he's doing a great job by skipping class.,jumps in glee.,buys his son a new car in celebration of his work.
n/a,The dinosaur was traumatized to see his baby being taken away by humans. He,n/a,charged towards them in anger,blamed it all on his partner,turned around and went back to his cave,danced about in joy
n/a,A girl was getting ready for school. She,n/a,picked out a sweater,put on her old prom dress,tied her socks,used a backpack as a hat
n/a,"It was raining outside, and my apartment is very old. I",n/a,saw water drip from the ceiling.,went to the beach.,went sun-bathing.,got evicted.
n/a,The runner is barely able to catch her breath after running three miles. The runner,n/a,drinks water.,wants to run another race.,starts to sprint again.,has a lot of energy.
n/a,"The people are having dinner, so",n/a,they are eating food.,they are playing golf.,the people are dancing.,the dinner is not ready
n/a,Sally was barking up the wrong tree when she asked Sam for help. Sally,n/a,was mistaken about Sam's helpfulness.,was a dog that woofed at a palm tree.,yelled at Sam.,knew that Sam could help her.
n/a,"Lucky is a small dog, it",n/a,sometimes eats vegetables.,is adopted by a cat.,is very friendly to bones.,likes to fly.
n/a,My sister cheated on her man. She,n/a,is not loyal,ate some pork,got a bad grade,bought a dog
n/a,Their grandmother passed away suddenly. They,n/a,went to her funeral.,went to her pass.,went to her lobster.,went to her her.
n/a,Tom is good at study. He,n/a,spent half an hours to understand a knowledge while others may need 10 days.,is very happy.,lost his mind.,spent half ten days to understand a knowledge while others may only need 1 day.
n/a,I go to Northwestern. I,n/a,study computer science.,"think the directions are north, then west.",dress warmly.,"say ""go cats"" first thing in the morning."
n/a,"The boy likes Sherlock Holmes, but not Arthur Conan Doyle. He",n/a,likes novels that consumes brain power.,likes violence.,likes machine learning.,likes Arthur Conan Doyle.
n/a,An officer shines a light in the driver's eyes. The officer,n/a,asks if they've been drinking.,shines a light into his own eyes.,drives him to the light.,drives into the side of a jail.
n/a,Jean Claude is talking to his son. He,n/a,is asking if he needs help with his work.,is talking about the potential of the Quantum Computation in a seminar.,is describing the reason why the American Society is confused about the upcoming elections.,starts violently hitting his child.
n/a,Joseph really hates economics and wants to switch majors. He,n/a,contemplates for a week before deciding.,wishes he wasn't a student,hates everything,decides to drop out of college
n/a,"I go out dancing every day unless it is a Saturday. Hence, I",n/a,do not dance on Saturday.,dance like crazy.,dance on the weekend.,enjoy the weekend.
n/a,A girl finishes her homework assignment. She,n/a,gives a sigh of relief.,writes her name on a clean sheet of paper.,gives herself a homework grade.,submits selfies to her professor.
n/a,A thug starts a fight with the bartender over a bar tab. The thug,n/a,starts yelling foul words,drinks the bar tab,drinks the bartender,hugs the bartender in fit of furious passion
n/a,A man wants to become a vegan. He,n/a,wants to help animals.,thinks his life is aimless.,can fit his whole fist in his mouth.,feels the pressure to graduate next year.
n/a,An athlete is playing football. He,n/a,looks at the scoreboard and hopes his team can come back.,runs halfway across the field while singing Broadway songs to the football.,"Gets the touchdown, eats his helmet, and tells his coach how he loves football.","kicks a field goal, celebrates by transforming into a fish, and then quits football."
n/a,Ted was having problems getting his mouse to work. He,n/a,needed to replace the batteries.,had not fed it in a couple days.,kept injecting it with steroids.,ate it for dinner the previous night.
n/a,A man is observing his laptop screen. He,n/a,is reading an article from the Wall Street Journal website.,gets called by his wife for breakfast.,gets tackled by a police officer,gets hits by a truck while crossing the street
n/a,Tony hates Pepsi and he has water. Tony,n/a,drink water,eat food,drink Pepsi,drink code
n/a,John took her advice with a grain of salt considering she was also a new employee. John,n/a,didn't take her so seriously.,tried to find other spices in his house.,seasoned his meal with salt.,believed every word.
n/a,It's been raining all week. Ellie,n/a,doesn't need to water her plants.,is collecting each raindrop.,took all the rain so she can drink it.,has been swimming in her driveway because there's so much rain.
